organization_name,coursera_name,coursera_code,star,reviews,level,result
Coursera Project Network,Covid-19 Cases Forecasting Using Fbprophet,Covid-19 Cases Forecasting Using Fbprophet,4.8,11,Intermediate level,"['Understand the theory and intuition behind Facebook Prophet time series forecasting tool  ', 'Build and train time series forecasting model using Facebook prophet', 'Assess trained model performance']"
IBM,Generative AI: Elevate Your Data Science Career,Generative AI: Elevate Your Data Science Career,4.7,30,Intermediate level,"[' Leverage generative AI tools, like GPT 3.5, ChatCSV, and tomat.ai, available to Data Scientists for querying and preparing data  ', 'Examine real-world scenarios where generative AI can enhance data science workflows', 'Practice generative AI skills in hand-on labs and projects by generating and augmenting datasets for specific use cases', 'Apply generative AI techniques in the development and refinement of machine learning models']"
University of Colorado System,Identifying Patient Populations,Identifying Patient Populations,4.5,37,Intermediate level,"['Create a computational phenotyping algorithm', 'Assess algorithm performance in the context of analytic goal.', 'Create combinations of at least three data types using boolean logic', 'Explain the impact of individual data type performance on computational phenotyping.']"
CertNexus,Communicate Effectively about Ethical Challenges in Data-Driven Technologies,Communicate Effectively about Ethical Challenges in Data-Driven Technologies,4.4,75,Beginner level,"['Develop inclusive strategies to clearly communicate the business impacts of ethical risks to diverse stakeholders.', 'Design communication strategies that are diverse, equitable, and inclusive.', 'Design a crisis communication plan to manage internal and external stakeholders during an ethical controversy.']"
University of Colorado System,Relational Database Support for Data Warehouses,Relational Database Support for Data Warehouses,4.6,588,Beginner level,[]
University of Colorado Boulder,Text Marketing Analytics Specialization,Text Marketing Analytics Specialization,3.9,8,Beginner level,"['Understand the concepts of topic modeling, text classification, and network analysis', 'Learn to use topic modeling on large unstructured text datasets', 'Learn to use network analysis to create network graphs, produce network statistics, and extract qualitative insights']"
University of Colorado Boulder,Supervised Text Classification for Marketing Analytics,Supervised Text Classification for Marketing Analytics,3.2,11,Beginner level,"['Describe text classification and related terminology (e.g., supervised machine learning)', 'Apply text classification to marketing data through a peer-graded project', 'Apply text classification to a variety of popular marketing use cases via structured homeworks', 'Train, evaluate and improve the performance of the text classification models you create for your final project']"
Illinois Tech,Relational Database Implementation and Applications,Relational Database Implementation and Applications,NaN,NaN,Intermediate level,"['Implement relational database and usage of indexes, views, triggers, temporary tables, functions, and stored procedures.', 'Develop database-driven applications using programming languages, such as Java, Python or C/C++ and frameworks.', 'Describe transaction and concurrency control concepts in relational databases.']"
University of Toronto,Data Visualization for Genome Biology,Data Visualization for Genome Biology,NaN,NaN,Intermediate level,[]
"University of Maryland, College Park",Dealing With Missing Data,Dealing With Missing Data,3.8,129,Intermediate level,[]
University of Colorado Boulder,Advanced Business Analytics Capstone,Advanced Business Analytics Capstone,4.3,80,Intermediate level,"['Create a well-structured and compelling presentation that showcases the most relevant and impactful insights from the analytics project', 'Design and customize predictive analytics models for loan classification and loss prediction', 'Devise investment fund allocation recommendations based on clustering and simulation-based optimization techniques']"
University of Minnesota,Recommender Systems: Evaluation and Metrics,Recommender Systems: Evaluation and Metrics,4.4,232,Intermediate level,[]
Coursera Project Network,Data Science Challenge,Data Science Challenge,NaN,NaN,Intermediate level,"['Load, clean, analyze, process, and visualize data using Python and Jupyter Notebooks', 'Produce an end-to-end machine learning prediction model using Python and Jupyter Notebooks']"
University of Colorado Boulder,Expressway to Data Science: Python Programming Specialization,Expressway to Data Science: Python Programming Specialization,4.7,133,Beginner level,"['Fundamentals of Python Programming', 'Data Manipulation Packages such as Numpy and Pandas', 'Data Visualization Packages such as Matplotlib and Seaborn']"
Wesleyan University,Data Analysis and Interpretation Specialization,Data Analysis and Interpretation Specialization,4.5,771,Beginner level,[]
Wesleyan University,Data Analysis and Interpretation Capstone,Data Analysis and Interpretation Capstone,4.7,47,Beginner level,[]
University of Cape Town,Julia Scientific Programming,Julia Scientific Programming,4.4,426,Beginner level,"['How to start coding in the Julia programming language.', 'The advantages and capacities of Julia as a computing language.']"
Edureka,Generative AI Applications and Popular Tools,Generative AI Applications and Popular Tools,NaN,NaN,Beginner level,"['Master chatbot creation with RASA, explore GPT-3, OpenCV, and learn top Gen AI tools like MidJourney and DALL·E 2 for diverse content creation.']"
Edureka,Generative AI's Applications in Marketing Analytics,Generative AI's Applications in Marketing Analytics,NaN,NaN,Beginner level,"['Learners will discover the transformative potential of Generative AI in Marketing Analytics, mastering Ethical Implementation and Privacy Concerns.']"
CertNexus,"Extract, Transform, and Load Data","Extract, Transform, and Load Data",4.7,22,Intermediate level,[]
SkillUp EdTech,Six Sigma for Process Improvement,Six Sigma for Process Improvement,NaN,NaN,Intermediate level,"['Explain the core Six Sigma principles, methodologies, and techniques, with the systems and tools and their use for measurable organizational impact.', 'Explain the core Six Sigma principles, methodologies, techniques, and the systems and tools used for measurable organizational impact.', ' Discuss the commonly used Design for Six Sigma (DFSS) methodologies and related design constraints.', 'Describe the key concepts of each phase of the DMAIC framework for process improvement in the organization.']"
LearnQuest,Artificial Intelligence Ethics in Action,Artificial Intelligence Ethics in Action,4.5,102,Intermediate level,[]
University of Illinois at Urbana-Champaign,Getting Started with CyberGIS,Getting Started with CyberGIS,4.1,26,Beginner level,[]
University of Colorado System,Customer Data Analytics for Marketers,Customer Data Analytics for Marketers,NaN,NaN,Intermediate level,['Key statistical concepts and simple linear regression to improve data-driven marketing decisions. ']
University of Amsterdam,Data Analytics for Lean Six Sigma,Data Analytics for Lean Six Sigma,4.8,3230,Beginner level,[]
MongoDB Inc.,MongoDB Aggregation Framework,MongoDB Aggregation Framework,4.5,58,Intermediate level,[]
Fred Hutchinson Cancer Center,Developing AI Policy,Developing AI Policy,NaN,NaN,Beginner level,[]
University of Washington,Machine Teaching for Autonomous AI,Machine Teaching for Autonomous AI,4.8,39,Beginner level,"['You’llbe able to select a use case where autonomous AI can outperform traditional methods—setting the foundation for designing an autonomous AI.', '', '']"
CertNexus,Analyze Data,Analyze Data,4.7,17,Intermediate level,[]
Institut Mines-Télécom,Data intelligence for businesses and managers,Data intelligence for businesses and managers,NaN,NaN,Beginner level,"[""You'll be familiar with Data technologies and the organizational changes they bring."", ""You'll learn about the challenges faced by companies in leveraging their data and transforming it into strategic assets."", ""You'll understand the role of data management in shaping the company's strategic direction and improving its operational performance."", ""You'll be prepared to solve organizational problems creatively through innovative use of technology and Data.""]"
